"symbol","date","open","high","low","close","volume","adjusted"
"WYNN",2011-06-16,129.839996,131.460007,128.149994,129.949997,1940000,92.881218
"WYNN",2011-06-17,132.720001,133.479996,129.279999,129.399994,2120900,92.488098
"WYNN",2011-06-20,129.25,133,128.410004,132.270004,1789700,94.539413
"WYNN",2011-06-21,132.639999,136.809998,132.149994,135.429993,1675400,96.797997
"WYNN",2011-06-22,134.580002,136.419998,132.940002,133.070007,1153900,95.111198
"WYNN",2011-06-23,131.399994,132.910004,128.910004,132.850006,1931400,94.953972
"WYNN",2011-06-24,132.899994,133.199997,130.220001,131.330002,1330600,93.867569
"WYNN",2011-06-27,130.820007,135.199997,130.289993,134.300003,1539400,95.990341
"WYNN",2011-06-28,135,139.949997,135,139.429993,1965300,99.656998
"WYNN",2011-06-29,141.179993,142,138.910004,140.210007,1772900,100.214478
"WYNN",2011-06-30,141,145.880005,140.449997,143.539993,2006900,102.594597
"WYNN",2011-07-01,144.520004,150.529999,143.539993,149.570007,2573700,106.90451
"WYNN",2011-07-05,149.869995,151.440002,148.410004,151.160004,1548900,108.040947
"WYNN",2011-07-06,150.990005,154.149994,150.199997,153.289993,1790500,109.563354
"WYNN",2011-07-07,155.139999,159.169998,155.130005,157.490005,1929200,112.565315
"WYNN",2011-07-08,155.440002,161.740005,154.660004,161.149994,2194200,115.181267
"WYNN",2011-07-11,159.169998,160.610001,155.960007,156.809998,2006100,112.079285
"WYNN",2011-07-12,157.190002,159.5,156.320007,156.869995,1740100,112.122147
"WYNN",2011-07-13,158.649994,159.770004,155.860001,156.350006,1709700,111.750481
"WYNN",2011-07-14,157.039993,159.710007,156.529999,158.779999,1821800,113.487312
"WYNN",2011-07-15,160.320007,162.699997,158.149994,162.619995,1830200,116.231956
"WYNN",2011-07-18,163.050003,165.309998,161.779999,164.889999,3312200,117.854424
"WYNN",2011-07-19,169.149994,172.580002,160.720001,162.270004,5837000,115.981804
"WYNN",2011-07-20,163.100006,163.179993,157.679993,160.179993,2170300,114.487915
"WYNN",2011-07-21,161.309998,164.5,160.279999,163.759995,1834000,117.046791
"WYNN",2011-07-22,163.330002,166.899994,163.020004,165.25,1963000,118.111717
"WYNN",2011-07-25,163.740005,165,163.309998,164.619995,1078900,117.661415
"WYNN",2011-07-26,164.479996,164.919998,163.139999,164.130005,862800,117.66861
"WYNN",2011-07-27,164.229996,164.610001,158.100006,159.169998,1932000,114.112656
"WYNN",2011-07-28,159.169998,159.820007,155.009995,155.429993,2421600,111.431366
"WYNN",2011-07-29,153.339996,155.25,149.679993,153.679993,2537900,110.17675
"WYNN",2011-08-01,157.740005,158.270004,152.559998,154.210007,2545400,110.556732
"WYNN",2011-08-02,153.580002,155.080002,146.449997,146.830002,2703600,105.265839
"WYNN",2011-08-03,146.960007,151.979996,142.910004,151.75,3280600,108.793098
"WYNN",2011-08-04,149.050003,150,141,141.070007,3381600,101.136383
"WYNN",2011-08-05,143.720001,144.330002,132.860001,139.910004,4388900,100.304726
"WYNN",2011-08-08,134.410004,137.600006,123.690002,126.910004,4501800,90.984734
"WYNN",2011-08-09,129.589996,139.919998,125.089996,139.679993,4718800,100.139824
"WYNN",2011-08-10,135.619995,141.880005,133.089996,134.679993,4199700,96.555191
"WYNN",2011-08-11,136.710007,143.100006,132.259995,140.919998,3210500,101.028816
"WYNN",2011-08-12,145.229996,146.720001,141.389999,145.320007,2938800,104.183296
"WYNN",2011-08-15,146.369995,149.649994,145.320007,149.100006,2135800,106.893288
"WYNN",2011-08-16,147.619995,149.410004,143.880005,146.880005,2083800,105.301674
"WYNN",2011-08-17,147.690002,150.399994,145.679993,147.600006,2877600,105.817856
"WYNN",2011-08-18,142.380005,142.910004,134.089996,136,4070800,97.501534
"WYNN",2011-08-19,132.270004,138.830002,130.139999,131.339996,3394200,94.160683
"WYNN",2011-08-22,135.179993,135.869995,129.350006,129.979996,2488300,93.185677
"WYNN",2011-08-23,130.949997,138.240005,129.059998,138.139999,2386000,99.035767
"WYNN",2011-08-24,137.490005,141.220001,135.419998,139.869995,2438200,100.276024
"WYNN",2011-08-25,140.300003,141.449997,136.300003,137.190002,2152300,98.354706
"WYNN",2011-08-26,136.009995,141.270004,134.699997,140.339996,1737200,100.612984
"WYNN",2011-08-29,142.610001,147.130005,141.820007,147.110001,1621800,105.46656
"WYNN",2011-08-30,146.369995,154.460007,145.660004,153.5,3239300,110.047722
"WYNN",2011-08-31,155,156.449997,152.899994,154.720001,2884000,110.92234
"WYNN",2011-09-01,155.899994,157.690002,151.880005,152.820007,2183200,109.560204
"WYNN",2011-09-02,149.199997,149.779999,146.009995,147.899994,1949500,106.032951
"WYNN",2011-09-06,143.419998,149.410004,142.300003,148.889999,1851500,106.742691
"WYNN",2011-09-07,153.449997,153.589996,150.649994,152.649994,1654300,109.438316
"WYNN",2011-09-08,151.589996,155.320007,150.25,152.470001,2023800,109.309303
"WYNN",2011-09-09,151.100006,152.830002,146.850006,148.429993,1650400,106.412888
"WYNN",2011-09-12,149.259995,154.869995,147.289993,151.720001,3442100,108.771576
"WYNN",2011-09-13,151.619995,151.740005,147.550003,150.690002,2457500,108.033173
"WYNN",2011-09-14,151.440002,152.419998,147.720001,148.649994,2563200,106.570633
"WYNN",2011-09-15,150.050003,150.889999,145.139999,149.610001,2872100,107.258865
"WYNN",2011-09-16,150.600006,152.669998,148.759995,152.119995,3347300,109.05835
"WYNN",2011-09-19,149.940002,159.630005,147.850006,158.309998,3294400,113.496078
"WYNN",2011-09-20,159.080002,161.330002,152.710007,153.210007,3295400,109.839821
"WYNN",2011-09-21,154.809998,156.490005,147.059998,147.210007,2938900,105.538284
"WYNN",2011-09-22,140.440002,143.5,134.610001,139.020004,4453000,99.666656
"WYNN",2011-09-23,138.470001,142.630005,138.050003,138.669998,2516700,99.415733
"WYNN",2011-09-26,140.410004,140.460007,128.100006,136.779999,5166400,98.060753
"WYNN",2011-09-27,140.220001,144.419998,139.160004,140.020004,2986000,100.383598
"WYNN",2011-09-28,141.449997,142.970001,135.149994,135.490005,2393600,97.135918
"WYNN",2011-09-29,138.550003,139.470001,120.419998,125.540001,8011000,90.002525
"WYNN",2011-09-30,121.760002,124.75,111.709999,115.080002,9434800,82.503517
"WYNN",2011-10-03,111.860001,115.349998,107.779999,110.669998,6039600,79.341858
"WYNN",2011-10-04,112.059998,119,108.419998,118.75,6166400,85.134636
"WYNN",2011-10-05,117.25,120.300003,115.050003,119.940002,4008400,85.987785
"WYNN",2011-10-06,124.199997,132.710007,123.650002,132.580002,7173100,95.049683
"WYNN",2011-10-07,136.179993,137.850006,127.959999,129.059998,5855000,92.526093
"WYNN",2011-10-10,131.679993,139.770004,131.529999,139.729996,4630300,100.175667
"WYNN",2011-10-11,138.839996,140.949997,136.039993,137.770004,3875400,98.770515
"WYNN",2011-10-12,139.300003,140.399994,136.75,137.710007,3042400,98.727501
"WYNN",2011-10-13,136.860001,137.899994,129.899994,131.279999,6069300,94.117661
"WYNN",2011-10-14,134.330002,134.809998,129.070007,134.479996,4003400,96.411819
"WYNN",2011-10-17,133.660004,138.240005,133.160004,134.809998,3547200,96.648407
"WYNN",2011-10-18,132.649994,138.600006,129.410004,137.649994,4552400,98.684464
"WYNN",2011-10-19,136.770004,139.300003,129.5,130.270004,6143100,93.39357
"WYNN",2011-10-20,124.089996,125.400002,119.599998,123.370003,6757200,88.446793
"WYNN",2011-10-21,124.599998,125.550003,117.370003,120.400002,5659100,86.317551
"WYNN",2011-10-24,122.900002,127.949997,122.660004,127.650002,6639400,91.515228
"WYNN",2011-10-25,126.75,128,123,123.18,2756000,88.310608
"WYNN",2011-10-26,126.440002,128.639999,121.75,128.009995,3268000,91.773323
"WYNN",2011-10-27,134.029999,138.360001,131.570007,136.889999,5454500,98.13961
"WYNN",2011-10-28,137.889999,142.199997,136.110001,138.029999,3989900,98.956886
"WYNN",2011-10-31,135.520004,137.919998,132.679993,132.800003,2173800,95.553543
"WYNN",2011-11-01,129.009995,130.960007,127.019997,128.610001,2806000,92.538689
"WYNN",2011-11-02,133.389999,136.699997,131.289993,132.539993,3746800,95.366455
"WYNN",2011-11-03,134.139999,134.940002,129.100006,133.690002,2612200,96.193909
"WYNN",2011-11-04,132.210007,134.460007,131.050003,131.649994,1936200,94.726082
"WYNN",2011-11-07,131.360001,132.309998,127.199997,128.720001,3834400,92.617851
"WYNN",2011-11-08,130.220001,130.720001,126.75,129.039993,2165900,92.848083
"WYNN",2011-11-09,126,127.709999,123.209999,123.910004,2471700,89.156914
"WYNN",2011-11-10,125.18,125.5,117.400002,119.57,4996400,86.034157
"WYNN",2011-11-11,120.980003,125.75,119.260002,125.459999,3099000,90.272179
"WYNN",2011-11-14,125.07,128.979996,124.339996,125.019997,3339600,89.955597
"WYNN",2011-11-15,124.709999,129,123.720001,127.860001,2045800,91.999039
"WYNN",2011-11-16,126.190002,127.050003,122.940002,123.25,2847900,88.682014
"WYNN",2011-11-17,124.489998,124.849998,119.169998,120.779999,10289300,86.904778
"WYNN",2011-11-18,121.779999,123.129997,119.82,121.760002,2385700,87.609932
"WYNN",2011-11-21,115.150002,116.019997,110.089996,112.07,3713700,84.090843
"WYNN",2011-11-22,110.480003,114.169998,110.07,112.900002,2557200,84.713615
"WYNN",2011-11-23,111.330002,112.5,107.709999,107.989998,2834500,81.029419
"WYNN",2011-11-25,107.18,109.769997,106.769997,107.019997,1040100,80.301582
"WYNN",2011-11-28,112.389999,115.949997,112.360001,114.599998,2501800,85.989182
"WYNN",2011-11-29,114.32,115,110,110.139999,2143700,82.642654
"WYNN",2011-11-30,116,120.620003,115.650002,120.559998,4301600,90.46122
"WYNN",2011-12-01,119.849998,121.660004,117.580002,118.959999,1803300,89.260681
"WYNN",2011-12-02,121.25,121.5,118.269997,118.410004,1573700,88.847992
"WYNN",2011-12-05,120.580002,120.919998,116.029999,117.629997,2442500,88.262733
"WYNN",2011-12-06,117.110001,117.879997,113,113.669998,3073000,85.291367
"WYNN",2011-12-07,112.5,114.550003,110,114.050003,2580100,85.576515
"WYNN",2011-12-08,113.449997,114.830002,110,110.18,1908100,82.672668
"WYNN",2011-12-09,110.220001,111.879997,108.629997,110.860001,4211500,83.182907
"WYNN",2011-12-12,109.519997,109.970001,108,109.040001,1819700,81.817284
"WYNN",2011-12-13,109.330002,110.489998,103.769997,104.410004,2761200,78.343216
"WYNN",2011-12-14,104.010002,104.480003,101.669998,102.290001,2749300,76.752472
"WYNN",2011-12-15,103.410004,105.290001,101.019997,104.580002,2632600,78.470757
"WYNN",2011-12-16,105.519997,107.260002,104.919998,105.650002,2322400,79.273628
"WYNN",2011-12-19,106.5,108.650002,101.900002,102.199997,1892200,76.684959
"WYNN",2011-12-20,104.839996,107.720001,104.220001,107.580002,1976800,80.721794
"WYNN",2011-12-21,106.940002,108.389999,105,107.940002,2054000,80.991875
"WYNN",2011-12-22,108.080002,108.650002,106.57,108.040001,1409300,81.06694
"WYNN",2011-12-23,107.970001,110.059998,107.910004,110,1386500,82.537613
"WYNN",2011-12-27,110.559998,114.449997,109.360001,113.529999,2488900,85.186317
"WYNN",2011-12-28,113.550003,113.75,109.089996,109.220001,1994800,81.952332
"WYNN",2011-12-29,109.660004,110.879997,108.529999,110.339996,1490100,82.79274
"WYNN",2011-12-30,110.150002,112.25,109.699997,110.489998,1442700,82.905281
"WYNN",2012-01-03,114.470001,115.800003,112.300003,113.970001,2032400,85.516472
"WYNN",2012-01-04,113.650002,114,111.919998,112.010002,1724100,84.045815
"WYNN",2012-01-05,111.160004,111.449997,109.32,110.839996,2247000,83.167885
"WYNN",2012-01-06,110.900002,111.190002,106.720001,106.940002,3059100,80.241585
"WYNN",2012-01-09,107.379997,108,105.879997,106.639999,1567700,80.016449
"WYNN",2012-01-10,109.160004,109.300003,106.839996,107.529999,1698500,80.684258
"WYNN",2012-01-11,107,112.160004,106.93,111.889999,2586300,83.95575
"WYNN",2012-01-12,106.980003,110.940002,104.620003,109.800003,6974000,82.387543
"WYNN",2012-01-13,108.32,110.330002,107.290001,107.849998,2641400,80.924385
"WYNN",2012-01-17,110.459999,113.68,110.360001,111.900002,3459400,83.963272
"WYNN",2012-01-18,112.269997,117.199997,112,116.809998,2978200,87.647446
"WYNN",2012-01-19,118.629997,119.080002,116,117.349998,2153600,88.05262
"WYNN",2012-01-20,117.269997,117.760002,115.18,115.470001,1518800,86.641975
"WYNN",2012-01-23,115.790001,119.57,115.639999,117.269997,2491300,87.992615
"WYNN",2012-01-24,116.779999,119.309998,115.760002,118.470001,2498200,88.893005
"WYNN",2012-01-25,118.540001,121.169998,117.470001,120.419998,2404200,90.356171
"WYNN",2012-01-26,121.489998,123.269997,118.349998,119.150002,2380200,89.403252
"WYNN",2012-01-27,119,120,118.129997,119.07,1412000,89.343216
"WYNN",2012-01-30,116.330002,116.57,112.160004,115.410004,2890700,86.596931
"WYNN",2012-01-31,117.099998,117.650002,114.870003,115.230003,1639200,86.461906
"WYNN",2012-02-01,117.339996,118.839996,115.82,117.75,3266400,88.352768
"WYNN",2012-02-02,118.529999,120.809998,117.099998,120.779999,4245900,90.626297
"WYNN",2012-02-03,117.010002,117.230003,114.389999,114.980003,7266100,86.2743
"WYNN",2012-02-06,114.440002,114.870003,112.050003,112.830002,3306100,84.661079
"WYNN",2012-02-07,112.5,114.449997,112.5,112.669998,2191200,84.541031
"WYNN",2012-02-08,113.260002,114.660004,112.709999,114.639999,2330200,86.019203
"WYNN",2012-02-09,115.169998,115.300003,113.209999,113.589996,2144400,85.231346
"WYNN",2012-02-10,112.5,114.209999,112.019997,113.199997,1608600,84.938698
"WYNN",2012-02-13,113.239998,113.25,110,110.559998,3733800,82.957802
"WYNN",2012-02-14,109.800003,111.849998,109.18,111.160004,2115800,83.786919
"WYNN",2012-02-15,111.480003,112.739998,111.059998,111.410004,2250300,83.975357
"WYNN",2012-02-16,111.580002,112.900002,110.629997,112.669998,1680100,84.925079
"WYNN",2012-02-17,114.199997,114.839996,112.449997,112.690002,2115100,84.940163
"WYNN",2012-02-21,118.650002,121.580002,117.989998,119.400002,8347500,89.997833
"WYNN",2012-02-22,118.510002,120.150002,117.190002,117.739998,2340900,88.746605
"WYNN",2012-02-23,117.68,118.129997,115.790001,116.339996,1894300,87.691353
"WYNN",2012-02-24,116.940002,119.489998,116.800003,118.099998,2087200,89.017952
"WYNN",2012-02-27,117.410004,117.599998,116.330002,116.519997,1933600,87.827049
"WYNN",2012-02-28,116.379997,117.160004,115.089996,115.089996,3111800,86.749153
"WYNN",2012-02-29,116.5,119.839996,116.050003,118.540001,4508300,89.349594
"WYNN",2012-03-01,120,123.379997,119.620003,122.059998,4312800,92.002808
"WYNN",2012-03-02,124.199997,132.589996,123.209999,127.269997,14143200,95.929855
"WYNN",2012-03-05,126.550003,127.959999,122.32,122.75,3160200,92.522911
"WYNN",2012-03-06,119.970001,120.739998,118.599998,119.379997,2390700,89.982742
"WYNN",2012-03-07,121.269997,123.349998,121.209999,122.269997,2290800,92.161087
"WYNN",2012-03-08,123.809998,124.260002,122.5,123.389999,2101400,93.005302
"WYNN",2012-03-09,123.279999,123.970001,120.260002,120.790001,2055900,91.045563
"WYNN",2012-03-12,121.110001,122.57,120.089996,121.07,1851200,91.256592
"WYNN",2012-03-13,124.650002,126.230003,124.019997,125.330002,2989600,94.467583
"WYNN",2012-03-14,125.739998,126.540001,125.18,126.080002,1716300,95.03289
"WYNN",2012-03-15,125.400002,128.830002,125.360001,128,1977300,96.480072
"WYNN",2012-03-16,128.199997,129,126.330002,126.959999,1859600,95.696205
"WYNN",2012-03-19,126.580002,130.710007,126.580002,129.289993,1986800,97.452423
"WYNN",2012-03-20,128.029999,128.679993,126.040001,128.009995,1818000,96.487633
"WYNN",2012-03-21,128.210007,129.949997,127.699997,128.869995,1660100,97.135857
"WYNN",2012-03-22,128,129.850006,125.970001,126.809998,1356000,95.58313
"WYNN",2012-03-23,127.190002,127.410004,125.849998,126.57,1092600,95.402206
"WYNN",2012-03-26,127.68,131.199997,127.519997,130,2763100,97.987587
"WYNN",2012-03-27,129.789993,130.460007,128.660004,128.809998,1551400,97.090637
"WYNN",2012-03-28,128.899994,129.009995,124.389999,126.25,2171000,95.161034
"WYNN",2012-03-29,124.970001,125.419998,122.860001,124.93,1521500,94.166084
"WYNN",2012-03-30,126.029999,126.57,123.769997,124.879997,1290000,94.128372
"WYNN",2012-04-02,124.730003,127.690002,124.260002,125.480003,1447400,94.58065
"WYNN",2012-04-03,125.339996,127.099998,125.029999,125.68,1019100,94.731384
"WYNN",2012-04-04,124.150002,125.160004,123.410004,123.760002,1193600,93.284195
"WYNN",2012-04-05,123.449997,126.379997,123.449997,125.940002,1049700,94.927368
"WYNN",2012-04-09,123.379997,125,122.82,124.220001,1590600,93.630928
"WYNN",2012-04-10,124.559998,125.949997,120.75,122.099998,2226400,92.032944
"WYNN",2012-04-11,123.690002,126.330002,123.599998,124.279999,1954900,93.676132
"WYNN",2012-04-12,124.919998,127.860001,124.660004,126.279999,2347400,95.183632
"WYNN",2012-04-13,125.389999,126.75,124.18,125.480003,1047400,94.58065
"WYNN",2012-04-16,125.440002,125.650002,123.18,123.370003,1370700,92.990234
"WYNN",2012-04-17,124.459999,125.550003,123.400002,124.769997,1746300,94.045448
"WYNN",2012-04-18,128.740005,132.470001,128.479996,130.279999,3983100,98.198654
"WYNN",2012-04-19,130.75,131.850006,129.050003,129.550003,1800100,97.648399
"WYNN",2012-04-20,130.820007,130.820007,128.869995,128.990005,1565200,97.226318
"WYNN",2012-04-23,127.379997,127.379997,124.720001,125.25,1842800,94.407257
"WYNN",2012-04-24,124.910004,125.93,124.18,124.709999,1122800,94.000252
"WYNN",2012-04-25,127.650002,129.179993,125.839996,128.899994,2836900,97.15847
"WYNN",2012-04-26,130.089996,134.300003,127.900002,134.130005,3566100,101.100586
"WYNN",2012-04-27,134.479996,136.630005,133.869995,135.039993,2071000,101.786484
"WYNN",2012-04-30,134.559998,135.360001,130.5,133.399994,1838900,100.550323
"WYNN",2012-05-01,132.800003,135.880005,132.490005,134.710007,1539800,101.537781
"WYNN",2012-05-02,138,138.279999,133.520004,133.649994,3921400,100.738785
"WYNN",2012-05-03,133.789993,134.259995,129.869995,130.550003,1738100,98.402138
"WYNN",2012-05-04,128.669998,129.550003,126.940002,127.400002,2222200,96.027832
"WYNN",2012-05-07,126.18,127.589996,124.75,125.190002,2977800,94.362045
"WYNN",2012-05-08,123.239998,123.25,116.349998,119.230003,4635900,89.869682
"WYNN",2012-05-09,116.940002,117.769997,113.949997,115.370003,3320000,86.960228
"WYNN",2012-05-10,117.019997,117.25,113.209999,113.25,2441700,85.362267
"WYNN",2012-05-11,112.440002,115.379997,111.550003,112.900002,2461400,85.098465
"WYNN",2012-05-14,111.010002,111.190002,107.940002,108.089996,3214500,81.472916
"WYNN",2012-05-15,108.199997,109.279999,106.190002,106.449997,2604800,80.236771
"WYNN",2012-05-16,107.139999,108.349998,104.809998,105.059998,2356700,79.189049
"WYNN",2012-05-17,104.849998,106.019997,101.260002,101.540001,2591500,76.90184
"WYNN",2012-05-18,102.029999,106.68,101.389999,101.940002,3067900,77.204773
"WYNN",2012-05-21,102.43,104.339996,98.260002,104.169998,3241300,78.893684
"WYNN",2012-05-22,103.889999,105.300003,101.720001,103.150002,2241600,78.121178
"WYNN",2012-05-23,102.220001,104.120003,101.010002,103.660004,1921500,78.507431
"WYNN",2012-05-24,104.660004,105.459999,102.099998,103.230003,1594400,78.181755
"WYNN",2012-05-25,103.050003,104.400002,101.5,102.040001,1382600,77.28051
"WYNN",2012-05-29,103.559998,105.800003,103.230003,104.610001,1495000,79.226921
"WYNN",2012-05-30,105.739998,106.139999,103.080002,104.550003,2835700,79.181473
"WYNN",2012-05-31,104.089996,104.459999,100.169998,103.040001,2818400,78.03788
"WYNN",2012-06-01,99.800003,100.559998,96.519997,97.379997,3345700,73.751236
"WYNN",2012-06-04,97.150002,98.699997,95.82,98.169998,2625300,74.349548
"WYNN",2012-06-05,97.379997,101.300003,97,100.989998,2906800,76.485291
"WYNN",2012-06-06,102.32,104.690002,102.110001,103.910004,2041300,78.696777
"WYNN",2012-06-07,105.879997,107,102.309998,102.639999,1811400,77.734917
"WYNN",2012-06-08,101.940002,104.379997,100.989998,104.209999,1300200,78.923965
"WYNN",2012-06-11,105.160004,105.650002,99.400002,99.529999,3226400,75.379547
"WYNN",2012-06-12,101.279999,101.699997,99.400002,101.470001,2621400,76.848839
"WYNN",2012-06-13,100.720001,102.269997,99.959999,100.199997,1863400,75.886978
"WYNN",2012-06-14,98.900002,101.120003,98.239998,100.489998,1989900,76.106606
"WYNN",2012-06-15,99.989998,100.559998,99.07,99.529999,1832900,75.379547
"WYNN",2012-06-18,98.900002,101,98.010002,100.330002,1715000,75.985443
"WYNN",2012-06-19,100.739998,105.080002,100.739998,104.519997,2136600,79.158737
"WYNN",2012-06-20,105.360001,105.449997,103,104.889999,1554800,79.43898
"WYNN",2012-06-21,105.160004,107.57,101.949997,102.050003,2992300,77.288094
"WYNN",2012-06-22,102.629997,104.139999,101.839996,103.32,2405300,78.249939
"WYNN",2012-06-25,101.18,102.739998,101,102.059998,1691500,77.295654
"WYNN",2012-06-26,101.690002,102.93,100.449997,102.040001,2042200,77.28051
"WYNN",2012-06-27,102.779999,103.660004,101.959999,102.400002,1849900,77.553162
"WYNN",2012-06-28,101.699997,103.239998,100.400002,102.010002,1792800,77.257782
"WYNN",2012-06-29,104.279999,105,102.889999,103.720001,2247800,78.552856
"WYNN",2012-07-02,102.599998,104.57,101.589996,102.150002,1939100,77.363823
"WYNN",2012-07-03,101.980003,102.699997,100.669998,101.550003,1349600,76.909409
"WYNN",2012-07-05,100.980003,102.300003,98.440002,101.82,2831500,77.113892
"WYNN",2012-07-06,100.879997,101,99.029999,100.690002,2384600,76.25808
"WYNN",2012-07-09,99.889999,101.190002,99.25,100.010002,2237400,75.743095
"WYNN",2012-07-10,100.599998,101.690002,99.470001,100.230003,2682800,75.909737
"WYNN",2012-07-11,99.949997,102.980003,99.43,100.639999,2214700,76.220215
"WYNN",2012-07-12,99.559998,100.260002,96.459999,96.75,2807400,73.274086
"WYNN",2012-07-13,96.830002,97,95.099998,96.220001,2589100,72.872704
"WYNN",2012-07-16,96.029999,97.699997,95.330002,96.440002,2089100,73.03933
"WYNN",2012-07-17,97.449997,98.269997,95.580002,97.360001,2317100,73.736076
"WYNN",2012-07-18,96.25,100.940002,94.519997,96.290001,5188500,72.925713
"WYNN",2012-07-19,96.540001,100.129997,95.870003,99.660004,2236400,75.47802
"WYNN",2012-07-20,98.580002,99.940002,97.230003,97.309998,1855500,73.698227
"WYNN",2012-07-23,95.339996,95.5,94,95.019997,1857200,71.96389
"WYNN",2012-07-24,95.68,95.989998,92.019997,93,2659300,70.434021
"WYNN",2012-07-25,93.199997,94,91.580002,92.790001,1725000,70.274963
"WYNN",2012-07-26,93.269997,93.43,90.110001,93.099998,3254500,70.509773
"WYNN",2012-07-27,93.410004,94.849998,93.169998,94.610001,2010500,72.04026
"WYNN",2012-07-30,94.419998,96.57,93.699997,94.550003,1818200,71.994576
"WYNN",2012-07-31,94.290001,94.910004,93,93.75,1430600,71.385406
"WYNN",2012-08-01,95.389999,95.870003,94.110001,95.300003,1749100,72.565674
"WYNN",2012-08-02,94.040001,95.980003,92.559998,93.529999,1804500,71.217911
"WYNN",2012-08-03,95.150002,96.379997,95.010002,95.559998,1473600,72.763634
"WYNN",2012-08-06,95.980003,98.629997,94.839996,97.800003,1551600,74.469261
"WYNN",2012-08-07,99.389999,104,98.809998,102.639999,3456600,78.15464
"WYNN",2012-08-08,101.809998,102.980003,101.540001,102.709999,1353800,78.207977
"WYNN",2012-08-09,102.339996,103.139999,101.300003,101.529999,1004200,77.309448
"WYNN",2012-08-10,101,101.980003,99.870003,101.830002,1254300,77.537888
"WYNN",2012-08-13,100.910004,101.75,99.550003,100.129997,1001800,76.243454
"WYNN",2012-08-14,101.040001,101.339996,99.32,99.540001,911200,75.794174
"WYNN",2012-08-15,99.360001,100.5,99.089996,100.209999,802100,76.304359
"WYNN",2012-08-16,100.690002,104.779999,100.400002,104.239998,2194400,79.372986
"WYNN",2012-08-17,104.779999,105.379997,103.709999,104.800003,1208900,79.799393
"WYNN",2012-08-20,108.099998,110,105.25,105.599998,1930800,80.408546
"WYNN",2012-08-21,105.650002,107.5,104.839996,105.410004,1615800,80.263863
"WYNN",2012-08-22,105.360001,107.099998,104.839996,105.800003,1453700,80.560822
"WYNN",2012-08-23,106.110001,106.699997,105.110001,105.150002,1111000,80.065887
"WYNN",2012-08-24,104.529999,105.610001,103.480003,105.330002,1287500,80.202972
"WYNN",2012-08-27,106.129997,106.300003,104.510002,105.470001,1183800,80.30954
"WYNN",2012-08-28,105,105.949997,104.32,105.230003,1129000,80.126793
"WYNN",2012-08-29,105.25,105.68,103.650002,104.919998,1228400,79.890747
"WYNN",2012-08-30,104.519997,104.519997,102.360001,102.849998,1028700,78.31456
"WYNN",2012-08-31,103.800003,105.050003,102.839996,103.169998,970600,78.558228
"WYNN",2012-09-04,102.599998,102.889999,100.379997,100.720001,1817200,76.692696
"WYNN",2012-09-05,100.580002,101.139999,99.32,99.610001,1580500,75.847481
"WYNN",2012-09-06,100.779999,102.25,100.470001,101.550003,2193300,77.324692
"WYNN",2012-09-07,102,103.849998,101.709999,102.739998,2416700,78.230827
"WYNN",2012-09-10,104.099998,104.5,102.760002,103.089996,1668700,78.497307
"WYNN",2012-09-11,102.400002,105.209999,102.290001,104.800003,1452300,79.799393
"WYNN",2012-09-12,105.699997,107.82,105.68,107.449997,2451600,81.817207
"WYNN",2012-09-13,106.75,110.419998,106.489998,110.019997,1766800,83.774117
"WYNN",2012-09-14,110.949997,114.5,110.800003,113.019997,3451700,86.058456
"WYNN",2012-09-17,114.160004,115.190002,111.949997,112.470001,1439500,85.639656
"WYNN",2012-09-18,112.389999,113.440002,111.660004,112.730003,1100600,85.837624
"WYNN",2012-09-19,113.25,116.389999,112.769997,115.690002,2458500,88.09153
"WYNN",2012-09-20,114.43,114.970001,113,114.900002,1347200,87.489983
"WYNN",2012-09-21,115.5,115.5,113.419998,114.370003,2378600,87.086411
"WYNN",2012-09-24,113.449997,114.779999,113.110001,114.07,1052800,86.857979
"WYNN",2012-09-25,115.480003,116.470001,113.529999,113.93,1876700,86.751381
"WYNN",2012-09-26,113.910004,114.730003,111.900002,113.709999,1079400,86.583862
"WYNN",2012-09-27,114.209999,116.220001,113.300003,115.43,1535400,87.893547
"WYNN",2012-09-28,114.800003,116.099998,114.139999,115.440002,1074400,87.901169
"WYNN",2012-10-01,116,117.82,114.980003,115.580002,1386600,88.007736
"WYNN",2012-10-02,116.410004,116.410004,113.449997,114.610001,1415800,87.269142
"WYNN",2012-10-03,115.160004,115.75,114.089996,114.870003,734000,87.467125
"WYNN",2012-10-04,113.870003,114.800003,111.870003,114.019997,1702200,86.819916
"WYNN",2012-10-05,115.129997,115.879997,113.139999,113.809998,2176100,86.659981
"WYNN",2012-10-08,113.260002,113.639999,112,112.68,1026300,85.799568
"WYNN",2012-10-09,112.769997,114.129997,110.93,111.779999,1170100,85.114273
"WYNN",2012-10-10,112.160004,113.209999,109.949997,111.019997,1098800,84.535568
"WYNN",2012-10-11,112.019997,112.860001,111.150002,112.459999,1085400,85.632057
"WYNN",2012-10-12,113.410004,114.980003,113,113.809998,1163300,86.659981
"WYNN",2012-10-15,113.889999,116.5,113.529999,116.25,1209600,88.517929
"WYNN",2012-10-16,116.889999,118.980003,116.32,117.800003,1764000,89.698158
"WYNN",2012-10-17,117.82,119.290001,116.809998,118.949997,1220400,90.573814
"WYNN",2012-10-18,119.059998,119.5,117.360001,118.300003,1321800,90.078873
